Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE5P - Age in Five Year Groups","0-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Total",
"SA1 (UR)",
"1101808",25,32,35,28,18,16,22,22,17,32,32,34,27,60,42,30,16,12,10,0,0,514,
"1101809",4,10,10,11,4,7,8,7,10,11,20,17,20,42,25,38,28,32,24,12,0,340,
"1101810",14,14,28,14,12,15,16,10,18,16,20,20,27,34,18,17,10,0,0,0,0,312,
"1101811",10,15,13,17,17,3,14,14,5,17,18,25,22,41,31,32,19,5,0,0,0,319,
"1101812",13,19,14,25,12,20,8,25,22,14,38,25,33,33,47,32,25,6,0,0,0,416,
"1101813",8,9,20,10,5,3,4,8,13,31,16,22,39,37,20,11,12,6,0,0,0,274,
"1101814",10,8,18,11,18,14,10,14,16,14,12,9,16,32,30,12,10,6,0,0,0,259,
"1101815",11,11,11,14,11,9,19,4,22,13,20,34,31,44,34,15,19,6,0,0,0,315,
"1101816",21,18,15,27,17,14,19,22,21,27,24,27,31,33,35,14,14,5,0,0,0,383,
"1101817",31,53,40,21,19,21,21,31,44,40,43,55,63,72,36,33,9,14,3,0,0,640,
"1101818",21,25,35,34,16,11,20,9,32,28,26,22,37,35,51,44,33,7,0,0,0,495,
"1101819",21,18,29,21,17,9,10,22,20,22,33,36,43,27,30,17,12,9,4,0,0,406,
"1101820",9,13,17,19,8,14,5,10,13,36,19,15,39,34,16,10,10,3,4,0,0,294,
"1101821",14,6,8,6,9,11,9,5,10,9,4,33,15,8,12,7,9,4,0,0,0,188,
"1101822",20,11,8,25,16,18,17,21,17,18,29,21,31,42,42,35,27,43,20,5,0,454,
"1101823",16,16,15,24,15,16,21,20,26,24,50,38,42,40,23,22,12,9,10,0,0,440,
"1101824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1101901",30,26,29,24,28,18,20,23,20,31,31,34,30,17,20,21,25,35,16,0,0,479,
"1101902",17,26,38,23,16,12,16,29,21,27,23,27,25,24,21,27,30,18,12,6,0,439,
"1101903",7,11,9,15,8,8,14,10,14,22,21,24,18,22,16,22,8,12,0,0,0,255,
"1101904",26,24,29,26,24,30,22,9,19,20,34,28,25,17,23,18,24,5,4,0,0,420,
"1101905",28,34,32,28,20,19,19,18,20,21,23,36,24,31,19,19,15,4,0,0,0,401,
"1101906",32,43,27,34,33,28,22,25,27,37,27,37,28,18,11,9,12,4,0,0,0,452,
"1101907",36,28,22,10,33,15,30,17,12,6,17,24,18,15,12,16,9,3,0,0,0,330,
"1101909",18,21,19,12,17,11,17,19,20,20,21,20,18,19,19,12,11,8,4,0,0,308,
"1101911",17,14,23,12,18,22,29,17,28,21,36,32,34,23,31,17,14,10,3,0,0,406,
"1101912",19,22,20,22,12,14,13,15,20,41,30,47,33,27,21,16,12,3,0,0,0,382,
"1101913",22,19,22,17,13,23,10,17,38,21,37,21,41,38,24,26,11,8,0,0,0,425,
"1101914",54,71,49,23,18,22,44,53,41,44,46,72,37,51,51,20,9,6,5,0,0,712,
"1101915",8,15,14,16,7,7,13,4,9,21,18,27,16,9,10,3,0,4,0,0,0,211,
"1101916",20,30,38,25,13,6,16,34,33,30,51,75,57,47,26,19,3,0,0,0,0,521,
"1101917",41,55,67,53,25,23,40,28,54,59,56,62,59,38,28,20,16,5,0,0,0,731,
"1101918",6,7,24,22,17,4,6,6,20,21,30,22,25,30,33,8,11,5,0,0,0,283,
"1101919",15,12,9,23,13,13,7,11,14,25,21,38,18,19,17,6,5,0,0,0,0,268,
"1101920",20,17,14,26,14,19,12,8,16,21,21,22,17,16,7,17,9,9,0,0,0,298,
"1101921",23,28,10,18,7,12,26,22,17,12,15,13,19,19,16,4,5,9,0,0,0,283,
"1101922",10,11,19,18,12,3,7,18,13,22,21,30,56,29,19,21,14,11,6,0,0,335,
"1101923",26,50,34,32,24,22,30,23,23,19,33,44,31,34,23,16,9,7,3,0,0,486,
"1102001",19,34,37,39,22,24,14,23,33,39,39,22,24,27,13,12,15,0,0,0,0,437,
"1102002",23,23,35,43,20,10,20,24,30,39,40,67,60,40,27,12,7,0,0,0,0,521,
"1102003",29,29,26,35,21,11,25,25,20,23,30,27,33,25,17,10,3,5,0,4,0,395,
"1102004",19,18,12,14,11,28,6,3,16,22,35,41,46,22,15,12,4,4,0,0,0,335,
"1102005",9,10,9,11,0,0,5,10,8,14,31,44,42,42,14,13,0,5,0,0,0,284,
"1102006",9,16,20,19,3,0,15,16,13,25,33,40,41,40,21,14,4,3,0,0,0,331,
"1102007",17,26,26,19,13,13,19,15,24,28,36,40,27,26,18,3,3,0,0,0,0,356,
"1102008",15,20,20,21,10,10,9,13,24,38,38,44,38,25,12,10,4,4,0,0,0,355,
"1102009",0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,
"1102010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102011",16,25,31,23,15,13,14,15,14,25,26,27,29,22,14,6,12,7,0,0,0,329,
"1102012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102013",9,3,14,12,10,6,4,9,7,12,16,15,14,19,10,8,3,0,0,0,0,167,
"1102014",8,17,17,20,4,4,13,5,9,13,24,45,23,17,16,6,4,0,0,0,0,240,
"1102015",10,12,10,12,5,4,11,6,9,8,20,10,28,22,13,11,4,3,0,0,0,193,
"1102016",5,6,16,14,4,5,8,11,9,23,30,45,36,19,18,6,4,0,0,0,0,258,
"1102017",9,9,15,22,14,0,11,15,9,16,23,27,30,17,7,3,7,0,0,0,0,239,
"1102018",16,24,20,16,11,19,9,13,19,35,42,55,50,52,13,7,5,4,0,0,0,405,
"1102019",3,11,13,12,3,5,4,3,15,22,28,41,52,26,18,12,5,4,0,0,0,282,
"1102020",15,20,34,23,13,13,14,9,26,37,46,50,79,58,24,22,10,3,3,0,0,500,
"1102021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102022",21,26,17,13,5,12,22,13,21,14,29,27,38,22,23,4,7,4,3,0,0,319,
"1102023",17,19,25,19,6,7,18,12,20,20,27,30,22,22,16,7,6,0,0,0,0,309,
"1102024",11,8,20,18,0,3,9,7,16,15,17,33,37,32,10,8,0,0,0,0,0,251,
"1102025",16,30,27,22,5,19,16,13,15,22,57,36,32,26,9,0,3,0,0,0,0,360,
"1102026",5,19,27,13,0,6,4,0,17,23,22,12,18,17,14,7,6,0,0,0,0,198,
"1102027",4,18,29,18,9,0,6,3,12,24,11,34,23,18,10,9,0,0,4,0,0,238,
"1102028",29,23,23,43,20,19,14,19,28,27,29,42,34,28,20,10,9,7,3,0,0,412,
"1102029",11,12,9,14,9,10,6,10,18,32,25,29,41,33,27,8,6,3,0,0,0,315,
"1102030",20,20,31,15,13,12,26,23,16,27,24,42,44,26,24,17,15,7,0,0,0,388,
"1102031",6,12,14,9,4,8,8,16,6,9,13,8,17,20,5,4,0,0,0,0,0,151,
"1102032",0,10,3,11,5,6,6,9,7,16,35,37,25,26,9,7,3,0,4,0,0,224,
"1102101",12,26,25,25,21,16,16,21,27,19,22,29,30,35,32,19,16,4,3,0,0,408,
"1102102",14,18,12,19,11,10,3,13,12,14,21,24,11,14,13,7,5,8,0,0,0,219,
"1102104",19,38,27,30,21,13,26,20,21,28,19,36,37,29,31,70,74,51,33,8,0,639,
"1102105",20,22,19,19,14,9,24,23,29,34,26,47,43,30,31,20,4,3,0,0,0,429,
"1102106",21,19,27,11,14,22,17,33,24,17,33,47,84,81,43,32,29,20,8,0,0,572,
"1102107",22,35,33,36,25,11,19,21,37,42,50,53,44,55,40,24,9,4,5,0,0,568,
"1102108",16,31,41,34,16,11,9,30,26,30,45,28,17,33,28,17,9,3,6,0,0,418,
"1102109",0,0,0,0,3,4,0,3,0,4,6,8,6,0,4,0,0,0,0,0,0,38,
"1102201",0,0,0,0,0,0,0,0,0,0,3,0,6,10,4,0,0,0,0,0,0,25,
"1102301",17,16,12,21,23,16,10,15,23,17,19,36,41,42,19,18,15,6,0,0,0,372,
"1102302",28,26,28,13,17,21,23,15,22,12,23,30,43,46,30,17,14,3,0,0,0,398,
"1102303",17,21,22,20,9,18,20,14,23,20,25,21,30,23,24,15,3,0,0,0,0,319,
"1102304",4,3,3,9,7,3,4,9,10,7,16,20,22,31,10,3,6,5,0,0,0,171,
"1102305",33,27,25,31,12,20,28,27,27,24,29,38,16,37,27,32,23,20,10,0,0,495,
"1102306",16,17,15,13,13,10,7,26,22,17,28,16,20,19,20,17,17,31,20,5,0,347,
"1102307",15,14,15,21,7,11,9,13,16,18,13,22,24,30,24,15,12,4,0,0,0,281,
"1102308",31,32,29,36,29,18,23,17,30,38,49,58,38,27,35,32,11,3,0,0,0,522,
"1102309",13,9,11,10,17,16,8,7,14,16,16,29,25,32,28,12,11,12,6,0,0,301,
"1102310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"1102401",9,26,13,18,4,6,7,11,15,14,20,17,30,29,16,0,4,6,0,0,0,248,
"1102402",13,9,14,21,15,7,6,6,18,21,43,40,25,32,20,10,4,0,0,0,0,303,
"1102403",13,20,24,16,13,11,10,17,17,17,23,19,14,20,21,5,4,4,0,0,0,250,
"1102404",24,23,25,19,24,11,20,22,17,35,38,36,39,34,16,10,12,0,0,0,0,422,
"1102405",3,6,17,16,7,4,13,3,19,22,13,34,28,27,14,9,5,4,0,0,0,249,
"1102406",0,11,13,21,11,14,3,13,10,29,17,32,22,19,13,8,12,3,0,0,0,246,
"1102407",3,11,15,17,3,9,6,12,16,21,20,24,46,47,24,6,3,0,0,0,0,279,
"1102408",20,20,17,20,14,12,12,11,19,26,22,34,14,21,18,11,4,0,0,0,0,290,
"1102409",3,5,5,15,4,8,3,13,7,15,30,31,40,24,13,12,3,5,3,0,0,248,
"1102410",12,5,11,13,7,10,12,4,14,10,21,16,34,19,8,5,6,0,3,0,0,213,
"1102411",3,9,16,8,15,5,0,5,19,15,17,16,15,19,25,14,5,3,0,0,0,212,
"1102412",12,15,25,21,12,10,20,8,20,15,36,34,32,38,26,9,7,0,0,0,0,336,
"1102501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102502",10,19,16,11,10,11,16,10,9,19,30,22,42,33,29,16,5,11,0,0,0,330,
"1102503",5,0,7,3,3,13,0,5,9,3,15,26,19,32,26,35,49,44,37,4,0,334,
"1102504",10,4,8,17,19,29,18,11,14,27,17,25,15,24,14,17,13,3,0,0,0,287,
"1102505",4,3,0,19,8,6,0,3,9,17,13,18,20,27,19,28,13,13,0,0,0,221,
"1102506",12,16,16,16,20,13,9,19,14,27,16,25,49,22,23,17,12,8,3,0,0,318,
"1102507",6,15,9,5,6,8,10,12,10,11,13,27,30,36,18,5,3,4,0,0,0,241,
"1102508",11,25,23,16,13,9,10,19,17,24,36,41,45,73,73,64,39,21,4,0,0,559,
"1102509",8,11,14,7,5,8,8,4,13,19,16,22,5,7,0,3,0,0,0,0,0,163,
"1102510",18,19,19,17,12,15,13,17,15,17,17,33,39,41,47,14,4,0,0,0,0,356,
"1102511",17,25,21,14,10,14,9,16,24,22,28,31,50,29,28,30,21,8,8,0,0,399,
"1102512",18,17,26,19,16,14,20,15,22,17,35,46,43,78,61,40,27,21,6,0,0,537,
"1102513",24,41,24,35,21,14,29,27,38,27,40,34,42,26,18,10,7,0,0,0,0,459,
"1102514",11,22,14,7,11,16,10,18,10,15,11,15,18,26,13,12,7,3,4,0,0,231,
"1102516",9,20,30,16,15,7,13,17,19,25,21,33,24,21,24,14,3,5,0,0,0,310,
"1102517",16,27,27,21,6,11,10,15,15,31,23,25,26,21,17,16,10,11,0,0,0,328,
"1102518",28,34,34,27,11,14,27,29,32,33,26,40,38,51,43,25,7,7,4,0,0,510,
"1102519",11,8,14,16,8,8,16,0,14,19,11,6,9,28,25,10,20,11,13,8,0,259,
"1102520",14,22,25,19,20,19,19,8,26,37,31,29,61,55,52,48,30,13,4,0,0,542,
"1102521",6,12,6,11,20,16,15,10,13,16,23,37,35,33,14,17,9,3,5,0,0,310,
"1102522",0,8,20,26,11,0,9,13,8,20,29,31,40,34,19,27,17,5,3,0,0,325,
"1102523",12,11,11,12,5,9,3,13,12,10,16,16,18,11,14,6,9,0,0,0,0,184,
"1102524",23,20,29,19,4,3,9,13,17,30,22,17,21,22,16,3,0,0,0,0,0,263,
"1102525",5,18,21,7,8,5,13,18,13,34,20,48,41,76,41,36,20,17,6,0,0,450,
"1102526",27,32,23,34,32,21,17,30,34,36,37,46,65,53,21,14,3,4,0,0,0,515,
"1102527",20,26,14,21,21,17,30,14,22,32,30,33,30,44,22,20,17,3,0,0,0,429,
"1102528",20,27,34,45,41,26,24,30,45,42,52,48,42,45,55,46,24,13,7,0,0,672,
"1102529",11,16,21,21,20,13,16,11,12,20,16,35,31,34,24,22,22,0,4,0,0,348,
"1102530",16,18,10,15,12,18,7,21,12,11,25,39,27,36,41,23,15,4,5,6,0,352,
"1102531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102532",9,18,29,13,10,10,16,20,16,23,15,37,24,27,18,20,24,24,15,10,0,391,
"1102601",19,14,13,16,17,14,25,7,19,30,33,40,50,53,56,35,16,15,4,0,0,483,
"1102602",28,27,21,24,16,19,18,21,28,20,35,61,59,83,53,37,24,17,8,0,0,594,
"1102603",5,10,11,14,8,7,4,6,5,19,31,46,50,46,34,17,8,5,0,0,0,321,
"1102604",3,3,5,10,10,10,10,10,8,10,26,29,41,36,35,29,27,9,4,0,0,311,
"1102605",17,22,18,23,11,13,14,11,21,22,33,46,59,73,70,33,22,17,0,0,0,530,
"1102606",13,13,13,16,17,5,12,12,13,22,20,35,25,26,22,10,8,7,0,0,0,299,
"1102607",23,14,32,16,13,10,18,16,29,24,38,31,27,26,18,27,16,15,3,0,0,391,
"1102608",25,21,18,20,7,16,17,13,12,21,21,30,17,29,36,31,22,24,13,0,0,370,
"1102609",24,25,13,20,13,19,23,16,20,21,29,38,46,31,22,24,14,8,3,0,0,407,
"1102610",10,18,16,17,12,10,9,5,21,16,15,10,8,24,23,10,5,0,0,0,0,231,
"1102611",9,7,14,13,14,0,4,6,16,19,15,28,22,28,25,5,9,3,4,0,0,254,
"1102612",9,24,14,8,3,9,7,16,21,7,14,12,32,18,13,10,7,0,0,0,0,235,
"1102613",7,11,3,19,3,4,10,5,15,13,19,27,47,22,11,18,13,3,0,0,0,267,
"1102614",19,26,45,38,20,25,24,22,27,39,45,62,84,45,25,23,22,0,0,0,0,597,
"1102615",17,29,21,17,13,13,19,17,24,25,24,37,37,39,21,16,17,6,0,0,0,382,
"1102616",6,17,13,4,4,0,6,12,22,14,13,24,18,20,23,3,0,3,0,0,0,222,
"1102617",9,20,18,17,4,4,10,13,17,23,22,15,18,19,19,4,7,4,0,0,0,243,
"1102618",8,15,12,21,6,7,12,3,13,20,31,38,41,20,28,20,10,5,0,0,0,298,
"1102619",11,27,20,32,15,9,11,16,18,23,33,37,58,35,20,12,10,7,0,0,0,388,
"1102620",18,18,20,24,13,17,11,15,18,22,26,27,26,25,12,13,11,4,0,0,0,324,
"1102621",9,21,27,24,12,13,13,18,29,14,29,23,17,22,14,19,11,5,3,0,0,308,
"1102622",6,15,15,15,13,5,13,5,9,23,36,22,24,24,7,9,0,4,0,0,0,251,
"1102623",13,11,9,15,10,4,6,9,19,17,20,27,21,14,27,19,9,4,0,0,0,248,
"1102701",8,7,15,6,10,15,6,9,11,5,13,12,27,38,25,18,13,9,3,0,0,247,
"1102702",14,17,14,13,11,16,3,15,13,21,33,29,36,30,29,13,17,10,9,0,0,339,
"1102703",5,8,8,4,4,0,8,4,7,5,4,17,27,29,29,7,5,0,3,0,0,174,
"1102704",13,0,9,3,9,11,7,13,20,20,11,34,40,22,21,10,7,7,10,0,0,281,
"1102705",11,17,23,16,18,20,7,9,21,23,22,35,55,39,35,18,22,16,10,0,0,419,
"1102706",29,28,27,14,12,12,18,19,16,21,18,33,46,57,40,28,39,40,25,9,0,509,
"1102707",24,30,30,24,14,20,19,31,14,23,29,51,51,57,46,20,16,24,6,0,0,518,
"1102708",16,15,10,13,15,6,9,11,10,7,22,24,27,28,30,18,25,34,37,6,0,355,
"1102709",28,38,33,27,9,18,16,26,32,41,41,59,63,54,41,21,19,10,0,0,0,553,
"1102710",5,5,5,0,4,5,3,4,12,19,15,29,31,25,21,14,6,7,4,0,0,209,
"1102711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102712",11,21,14,17,10,8,9,13,14,29,39,69,66,42,31,14,6,3,0,0,0,426,
"1102713",12,17,37,21,9,8,6,17,22,35,38,41,56,64,28,8,3,3,0,0,0,417,
"1102714",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,
"1102715",0,3,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3,0,0,0,18,
"1102716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1102717",11,18,18,10,5,3,10,19,10,11,17,22,31,24,23,10,9,7,6,0,0,268,
"1102718",16,20,8,8,3,0,11,15,12,20,17,29,35,31,28,15,15,13,3,0,0,303,
"1102719",16,24,17,33,9,6,5,13,17,20,39,28,48,51,33,20,10,10,0,6,0,389,
"1102720",13,8,6,19,9,13,8,5,12,15,20,33,43,24,21,14,9,3,0,0,0,271,
"1102721",15,22,26,20,7,18,14,16,16,23,40,63,90,94,65,50,12,9,0,0,0,606,
"1102722",8,10,8,5,10,17,6,4,7,0,6,4,6,8,0,0,9,0,0,0,0,112,
"1102723",0,12,9,9,9,0,8,7,16,19,15,22,30,32,24,27,5,0,0,0,0,249,
"1102724",19,21,26,20,14,18,10,16,30,27,31,38,35,43,33,27,13,9,6,0,0,440,
"1102725",3,6,7,7,9,9,8,12,8,10,16,29,36,60,44,26,21,16,3,0,0,318,
"1102726",8,4,5,3,3,10,6,3,6,5,9,16,38,41,22,22,8,3,0,0,0,213,
"1102727",20,28,19,8,8,19,13,16,16,23,21,29,51,45,41,16,12,11,0,0,0,408,
"1102728",13,12,15,21,0,8,15,14,9,11,19,26,40,44,37,37,11,7,6,0,0,338,
"1102729",25,27,22,23,24,19,25,23,18,33,34,46,64,68,39,50,34,17,5,5,0,588,
"1153901",13,20,17,18,23,5,8,10,17,19,23,13,9,5,6,3,0,0,3,0,0,208,
"1153902",17,25,16,22,6,17,18,22,14,18,27,14,17,17,10,4,4,6,4,0,0,274,
"1153903",4,9,10,4,15,16,17,6,11,9,13,19,28,21,6,7,3,0,3,3,0,197,
"1153904",28,28,23,28,36,44,21,19,37,26,28,33,27,30,21,17,10,6,14,0,0,471,
"1153905",24,25,16,17,21,14,22,18,22,23,14,16,9,19,18,11,13,4,3,3,0,318,
"1153906",20,26,20,16,10,15,22,21,20,15,13,11,23,14,25,14,4,0,0,0,0,297,
"1153907",0,0,0,0,0,0,0,0,0,0,0,0,9,13,24,7,9,3,0,0,0,74,
"1153908",54,49,32,38,19,43,50,42,41,36,33,32,30,20,27,31,42,47,45,9,0,712,
"1153909",21,7,8,21,11,16,19,9,15,11,16,8,17,12,21,17,9,4,0,0,0,243,
"1153910",3,7,16,13,10,14,15,6,9,20,13,17,9,4,3,4,0,3,0,0,0,164,
"1153911",60,34,14,14,20,33,48,29,28,15,16,4,11,11,6,5,0,0,0,0,0,361,
"1153912",37,36,31,30,33,27,38,42,40,35,48,29,47,47,23,15,9,3,0,0,0,553,
"1153913",16,4,11,11,14,13,11,10,12,23,10,17,22,20,9,11,10,6,0,0,0,227,
"1153914",22,26,28,40,37,29,15,22,19,44,33,47,30,20,20,9,3,0,3,0,0,443,
"1153915",16,12,19,15,13,13,18,9,9,14,21,18,20,18,22,13,15,13,0,0,0,266,
"1153916",16,28,36,29,11,19,17,22,35,29,35,32,63,35,28,8,14,0,0,0,0,471,
"1153917",21,13,15,11,13,28,18,5,11,17,16,15,11,32,14,7,11,10,0,0,0,274,
"1153918",13,8,14,17,25,10,18,12,8,24,21,26,23,29,14,13,10,11,0,0,0,310,
"1153919",29,30,36,33,27,34,20,26,35,38,36,44,29,28,21,44,22,21,17,0,0,568,
"1153920",80,75,75,31,44,50,74,74,48,38,40,37,32,36,14,18,7,4,3,0,0,778,
"1153921",29,28,30,33,19,16,25,32,25,37,31,33,14,7,17,7,4,8,0,0,0,391,
"1153922",9,15,24,33,16,13,8,7,26,22,19,25,15,12,24,14,18,10,4,0,0,302,
"1153923",17,28,27,18,19,20,21,20,36,26,22,28,20,25,20,8,3,0,0,0,0,361,
"1153924",40,29,29,29,22,21,31,35,16,34,15,24,16,28,21,13,7,0,5,0,0,411,
"1153925",21,18,27,21,40,40,22,16,25,38,23,19,22,32,14,10,8,7,0,0,0,423,
"1153926",27,36,29,25,32,26,21,16,20,27,35,19,16,27,30,16,7,4,0,0,0,415,
"1153927",7,11,18,23,6,7,15,11,18,19,13,29,15,10,14,10,6,6,0,0,0,229,
"1153928",0,0,0,0,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,
"1153929",21,40,31,40,39,32,24,37,30,32,38,32,39,26,37,22,11,9,5,0,0,542,
"1153930",15,15,21,16,21,12,14,25,14,33,23,33,18,28,25,12,11,15,0,0,0,337,
"1153931",18,20,15,5,11,30,15,16,7,26,24,18,28,7,23,12,4,9,0,0,0,273,
"1153932",28,25,32,23,30,29,32,25,25,19,30,26,26,18,18,5,4,9,0,0,0,401,
"1153933",28,22,16,14,24,24,21,14,15,25,17,19,10,24,14,12,3,4,4,0,0,297,
"1153934",18,4,5,23,21,21,27,9,15,14,24,17,19,6,18,8,4,4,0,0,0,250,
"1153935",34,28,24,28,35,30,38,23,29,25,30,38,36,35,33,14,13,24,4,0,0,502,
"1153936",19,23,12,10,21,19,24,11,14,12,16,26,21,15,16,9,15,10,3,0,0,304,
"1153937",41,47,43,36,33,19,28,41,27,26,34,28,24,26,30,12,7,8,0,0,0,505,
"1153938",22,10,16,14,28,20,18,22,17,9,18,21,30,20,8,19,4,6,0,0,0,299,
"1153939",10,13,16,26,9,13,10,14,21,30,25,22,27,28,21,25,21,30,3,5,0,371,
"1153940",20,13,12,15,11,18,14,10,17,3,23,9,17,5,13,10,11,5,0,0,0,222,
"1153941",14,17,15,18,8,8,9,6,12,25,14,12,15,16,9,7,3,0,3,0,0,205,
"1153942",29,29,15,21,37,38,29,30,37,15,38,19,35,28,32,31,38,24,24,14,0,550,
"1153943",20,22,17,20,24,29,17,22,23,30,44,15,25,26,19,15,11,12,0,0,0,392,
"1153944",32,37,34,23,35,36,47,22,32,30,30,34,31,24,18,11,10,13,4,0,0,493,
"1153945",34,17,0,15,10,23,23,18,13,23,13,15,18,17,12,9,4,3,4,0,0,278,
"1153946",20,24,40,32,10,22,18,23,29,28,25,17,9,7,4,8,3,0,0,0,0,330,
"1153947",20,21,16,19,25,24,24,20,12,18,26,36,17,13,24,12,12,12,0,0,0,345,
"1153948",11,15,15,22,17,11,18,17,20,16,18,17,7,12,15,10,11,9,3,0,0,267,
"1153949",0,5,6,11,3,0,0,5,0,7,15,14,10,9,6,3,0,0,0,0,0,97,
"1153950",27,22,14,17,20,27,27,22,28,23,30,25,28,22,25,21,17,8,3,0,0,415,
"1153951",22,26,15,30,19,19,14,18,14,20,35,29,26,25,22,18,13,7,0,0,0,372,
"1153952",9,17,12,20,16,4,9,11,16,21,19,28,16,16,24,33,25,22,3,0,0,309,
"1153953",20,23,20,32,15,23,16,24,11,24,32,32,15,20,17,7,10,3,0,0,0,342,
"1153954",26,13,13,16,30,20,22,26,23,25,27,31,28,39,10,16,5,3,0,0,0,376,
"1153955",15,21,20,17,8,5,17,10,26,21,21,22,26,13,7,3,0,0,0,0,0,250,
"1153956",23,32,24,23,39,40,34,20,41,17,28,33,24,8,11,7,17,0,0,0,0,414,
"1153957",29,23,19,22,35,38,24,22,23,25,32,22,29,30,21,21,17,10,5,0,0,444,
"1153958",4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"1153959",23,21,19,24,28,21,22,11,13,27,18,3,13,27,22,23,6,4,3,0,0,328,
"1153960",12,22,15,18,11,14,16,13,18,12,13,23,27,19,17,12,3,4,0,0,0,262,
"1153961",21,20,19,18,18,22,25,23,13,22,9,15,18,13,7,5,0,3,0,0,0,290,
"1153962",22,43,33,29,19,19,31,30,34,21,33,25,39,17,3,3,0,8,0,0,0,403,
"1153963",27,27,20,20,16,17,21,8,6,14,22,7,3,11,6,11,5,0,0,0,0,250,
"1153964",19,21,22,22,21,21,15,20,24,20,33,27,37,23,25,13,12,7,3,0,0,386,
"1153965",0,0,0,16,83,110,102,91,75,57,28,20,7,12,0,0,0,0,0,0,0,613,
"1153966",36,34,22,22,23,35,36,25,22,10,15,18,17,13,5,0,8,0,0,0,0,341,
"1153967",0,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
"1154001",49,63,52,27,46,44,25,36,52,34,38,41,38,42,33,18,23,8,0,0,0,685,
"1154002",8,22,30,31,10,10,10,13,22,29,21,42,39,36,11,18,10,9,0,0,0,355,
"1154003",5,19,7,18,5,11,8,4,17,20,30,32,40,28,29,21,8,0,0,0,0,301,
"1154004",20,30,39,33,24,35,27,32,45,62,59,42,50,49,21,21,16,3,0,0,0,602,
"1154005",16,23,32,39,5,8,9,15,21,27,28,36,27,33,21,5,4,0,4,0,0,361,
"1154006",23,21,34,45,17,15,15,17,26,47,58,45,26,38,20,13,10,13,3,0,0,482,
"1154007",9,20,29,22,23,23,15,16,24,33,42,51,27,42,22,8,7,4,0,0,0,411,
"1154008",31,21,21,16,15,10,19,11,16,19,19,15,24,34,30,22,22,15,0,0,0,347,
"1154009",4,10,7,9,3,7,3,8,9,7,10,34,24,22,22,9,4,8,0,0,0,189,
"1154010",30,17,23,26,21,25,13,20,14,23,35,38,27,29,38,36,33,17,10,3,0,480,
"1154011",24,10,18,12,20,14,17,15,9,20,24,23,29,22,21,19,20,6,4,0,0,326,
"1154012",14,16,32,16,10,16,14,19,28,30,38,31,32,29,20,12,8,3,0,0,0,372,
"1154013",41,43,28,20,12,25,33,41,50,35,23,32,31,24,11,13,14,5,0,0,0,474,
"1154014",18,18,23,30,12,5,15,20,21,31,31,32,36,31,24,3,4,5,0,0,0,361,
"1154015",27,12,21,18,6,9,18,14,26,19,24,36,18,12,14,8,3,3,0,0,0,287,
"1154016",22,33,38,36,26,20,26,26,30,40,55,53,52,44,25,13,6,7,0,0,0,552,
"1154017",18,26,24,17,11,13,7,16,12,29,42,36,32,24,31,9,11,0,0,0,0,357,
"1154018",19,7,15,12,8,5,12,8,20,14,20,21,27,37,16,13,10,0,0,0,0,261,
"1154019",12,10,20,10,4,0,5,9,15,26,26,19,11,19,10,5,4,0,0,0,0,221,
"1154020",26,48,33,20,21,23,11,22,24,35,38,39,43,42,25,18,9,0,0,0,0,480,
"1154021",12,30,50,33,23,13,17,17,31,42,69,50,39,40,18,27,14,3,0,0,0,534,
"1154022",9,18,16,13,4,4,13,9,22,17,17,19,20,23,22,20,3,0,0,0,0,252,
"1154023",19,25,27,24,10,15,22,21,18,45,33,16,27,18,35,30,6,0,0,0,0,401,
