Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"1104404",4,3,43,49,114,195,0,57,17,35,154,675,
"1104405",3,3,32,32,42,80,0,11,11,14,52,288,
"1104406",5,0,23,25,39,79,0,24,3,14,56,272,
"1104407",5,4,27,38,74,136,0,27,16,30,76,428,
"1104408",6,5,31,19,49,85,0,25,7,30,47,297,
"1104409",0,6,21,13,58,89,0,29,6,33,60,309,
"1104410",3,0,12,7,31,67,0,54,9,53,0,238,
"1104411",3,0,15,15,46,99,0,61,14,42,20,311,
"1104412",10,11,101,51,117,139,0,45,23,56,94,646,
"1104413",0,0,0,0,0,0,0,0,0,0,0,0,
"1104414",0,3,40,35,77,132,0,39,18,28,116,483,
"1104415",5,0,24,30,82,108,0,27,17,23,79,391,
"1104416",4,5,38,46,143,198,0,56,16,59,158,717,
"1104417",0,5,25,30,112,142,0,46,12,55,105,536,
"1104418",0,0,0,0,0,0,0,0,0,3,0,4,
"1104419",7,0,31,46,82,138,0,19,10,22,101,462,
"1104420",0,4,8,16,39,67,0,22,9,112,23,310,
"1104421",4,7,24,28,45,72,0,37,15,56,34,324,
"1104422",8,8,33,32,95,122,0,26,18,24,98,461,
"1104423",13,5,61,45,92,124,0,42,16,30,101,522,
"1104424",3,5,15,8,46,83,0,39,18,17,49,282,
"1104425",5,0,31,22,39,53,0,12,6,17,31,220,
"1104426",3,3,44,26,95,102,0,27,14,16,91,413,
"1104427",4,0,23,11,47,69,0,21,8,32,50,267,
"1104428",0,0,17,20,78,128,0,35,8,18,80,388,
"1104429",10,0,45,36,96,149,0,40,24,40,92,531,
"1104430",6,0,25,22,58,91,0,18,11,38,30,302,
"1104431",3,0,22,27,58,85,0,26,7,26,56,304,
"1104432",3,0,20,28,67,77,0,24,5,26,56,299,
"1104433",4,0,20,18,71,105,0,28,4,23,84,350,
"1104434",4,5,24,41,116,192,8,54,16,48,137,640,
"1104435",13,5,35,27,42,73,0,23,9,6,92,313,
"1104436",0,0,30,25,89,150,0,35,12,19,100,463,
"1104437",5,0,20,17,57,79,0,26,14,24,52,289,
"1104438",20,3,61,44,75,98,0,15,14,43,67,441,
"1104439",8,6,45,19,68,103,0,30,15,42,81,422,
"1104440",7,3,17,19,15,53,0,39,7,224,0,378,
"1104441",4,0,14,23,58,121,0,34,3,28,88,379,
"1104442",0,0,27,23,81,107,0,21,13,30,91,388,
"1104443",3,0,11,18,41,65,0,15,5,23,54,233,
"1104444",3,7,20,25,69,105,0,27,8,21,53,340,
"1104445",0,4,7,18,63,105,0,54,4,35,95,389,
"1104446",3,0,7,25,74,176,3,64,16,89,111,566,
"1104447",4,4,22,26,64,121,0,50,10,68,108,483,
"1104448",3,4,15,20,82,102,0,50,7,31,106,426,
"1104449",0,4,28,15,71,112,0,37,11,35,64,378,
"1104450",5,5,38,45,80,102,0,25,13,17,78,392,
"1104451",5,5,32,33,85,89,0,32,11,20,81,387,
"1104452",4,0,17,9,39,48,0,18,5,26,31,192,
"1104453",0,5,20,23,76,107,0,21,8,28,73,360,
"1104454",9,3,17,26,36,48,0,18,9,16,42,215,
"1104455",3,6,21,34,81,105,0,34,16,72,85,457,
"1104456",23,6,56,29,80,114,0,21,11,18,79,440,
"1104457",3,6,44,27,62,88,0,19,15,31,82,375,
"1104458",8,3,26,30,64,86,0,17,3,20,72,340,
"1104459",8,15,36,33,61,76,0,16,13,32,71,359,
"1104501",4,3,21,17,66,113,0,40,14,21,91,386,
"1104502",0,5,10,14,67,113,0,25,5,23,74,340,
"1104503",0,0,5,14,58,93,0,22,13,10,94,303,
"1104504",0,3,21,37,118,185,0,53,7,46,127,598,
"1104505",3,0,20,40,107,167,0,55,10,59,113,566,
"1104506",3,0,10,29,117,160,0,60,19,36,159,599,
"1104507",0,4,18,24,103,159,0,59,19,34,103,520,
"1104508",0,0,11,17,79,109,0,57,11,37,82,403,
"1104509",0,0,20,21,67,149,0,55,11,31,89,446,
"1104510",0,0,27,25,111,192,0,67,12,46,133,620,
"1104511",0,0,19,18,91,193,0,63,12,34,125,560,
"1104512",0,0,21,22,73,129,0,55,9,19,104,425,
"1104513",3,0,17,31,131,187,0,73,18,47,165,674,
"1104514",3,0,17,32,63,137,0,36,6,48,106,449,
"1104515",0,0,12,20,67,92,0,27,9,25,93,346,
"1104516",0,0,21,29,92,161,4,51,13,48,160,576,
"1104517",6,5,17,17,55,86,0,24,11,22,72,304,
"1104518",0,7,25,58,151,222,5,70,20,45,211,809,
"1104519",4,0,12,16,50,127,0,35,3,9,53,309,
"1104520",0,0,0,0,0,0,0,0,0,0,0,0,
"1104521",0,0,16,33,94,126,0,41,18,33,85,456,
"1104522",3,3,6,30,74,117,0,43,11,26,119,434,
"1104523",0,0,11,10,50,81,0,28,11,14,76,277,
"1104524",0,0,18,31,125,182,0,68,12,36,158,643,
"1104601",3,0,28,19,81,124,0,33,7,42,65,412,
"1104602",0,0,19,18,62,85,0,30,12,17,64,316,
"1104603",3,7,29,37,109,136,0,31,12,34,94,490,
"1104604",4,5,14,31,89,116,0,50,13,38,83,444,
"1104605",0,0,7,18,51,59,0,34,7,17,54,258,
"1104606",3,0,29,27,96,106,0,32,9,37,83,430,
"1104607",7,7,21,31,89,136,0,47,12,47,91,492,
"1104608",5,0,13,42,93,132,0,48,5,61,118,524,
"1104609",7,4,12,21,81,120,0,47,14,31,81,416,
"1104610",0,3,5,17,56,80,0,29,13,16,35,255,
"1104611",0,3,3,17,49,89,0,56,13,43,15,281,
"1104612",3,0,14,16,63,79,0,25,14,27,60,304,
"1104613",0,0,0,0,0,0,0,0,0,0,0,0,
"1104614",0,0,15,17,58,71,0,30,8,25,60,283,
"1104615",0,0,17,18,64,75,0,39,3,16,71,302,
"1104616",3,0,29,21,106,143,0,40,19,29,115,505,
"1104617",3,3,17,27,80,140,0,44,7,79,50,449,
"1104618",8,4,44,38,101,119,0,47,11,48,80,508,
"1104619",0,3,18,36,86,156,0,47,10,45,84,496,
"1104620",3,0,10,30,69,132,0,31,11,58,61,411,
"1104621",6,0,15,33,73,71,0,22,7,25,66,314,
"1104622",0,0,13,16,79,90,0,40,7,28,66,334,
"1104623",0,0,0,0,8,6,0,4,0,8,0,25,
"1104624",10,9,40,36,110,126,0,40,21,47,80,518,
"1104625",5,0,34,39,110,213,0,100,20,80,47,646,
"1104701",8,9,32,37,86,144,3,30,18,21,69,453,
"1104702",8,4,26,26,45,58,0,17,12,0,60,247,
"1104703",4,0,21,25,40,57,0,12,6,20,39,222,
"1104704",10,6,30,56,97,155,0,40,12,24,124,546,
"1104705",3,7,45,36,110,134,0,39,16,43,123,556,
"1104706",10,9,38,37,79,79,4,29,18,16,95,414,
"1104707",8,0,37,44,101,142,0,46,16,24,96,520,
"1104708",8,4,49,46,123,148,0,37,14,10,147,578,
"1104709",6,5,28,47,103,133,0,29,15,31,113,514,
"1104710",0,0,0,12,31,53,0,33,4,115,14,271,
"1104711",5,3,24,25,89,141,0,80,33,54,33,480,
"1104712",17,5,59,36,86,132,0,29,21,31,123,539,
"1104713",15,7,62,71,126,219,0,84,34,68,99,781,
"1104714",3,4,28,13,24,48,0,5,0,17,39,194,
"1104715",14,3,27,32,99,137,0,25,18,23,61,434,
"1104716",3,4,25,26,78,96,0,26,14,17,74,365,
"1104717",15,3,50,30,57,83,0,26,9,30,95,406,
"1104718",4,8,25,28,81,115,0,35,8,20,77,392,
"1104719",7,6,51,50,110,162,0,52,20,36,147,634,
"1104720",11,3,20,18,56,75,0,15,5,15,45,264,
"1104721",4,11,46,46,75,113,0,26,16,27,97,457,
"1104722",11,9,40,24,110,118,0,25,6,30,122,499,
"1104723",7,0,26,14,50,62,0,16,11,18,54,257,
"1104724",8,7,23,38,59,111,0,17,12,16,59,354,
"1104725",0,4,16,13,56,65,0,14,6,21,44,248,
"1104726",0,0,17,27,76,103,0,24,11,22,89,356,
"1104727",0,4,20,25,71,93,0,28,11,25,49,316,
"1104728",6,4,31,40,127,156,0,47,15,29,124,571,
"1104729",4,5,27,38,105,172,0,37,19,31,121,547,
"1104730",0,3,26,32,62,85,0,24,4,13,56,318,
"1104731",5,4,38,50,108,142,0,42,19,31,140,574,
"1104732",7,6,24,28,81,168,0,46,16,33,109,510,
"1104733",5,0,8,12,27,49,0,15,4,14,42,173,
"1104734",4,5,22,20,46,81,0,23,8,25,50,289,
"1104735",8,6,28,45,103,154,0,36,23,36,102,532,
"1104736",10,11,45,36,101,150,3,35,12,36,97,528,
"1104737",0,0,0,3,7,0,0,0,0,4,0,19,
"1104801",0,0,12,21,61,84,0,18,3,24,62,288,
"1104802",3,5,22,31,84,106,0,29,11,26,83,392,
"1104803",3,3,26,35,106,121,0,47,21,44,137,552,
"1104804",0,0,21,18,58,102,0,30,8,20,71,334,
"1104805",6,6,22,32,74,118,0,25,14,21,65,385,
"1104806",0,0,18,24,45,78,0,20,8,16,53,263,
"1104807",6,8,32,35,105,145,0,52,6,34,108,539,
"1104808",0,0,7,27,78,88,0,35,8,47,64,356,
"1104809",4,0,18,38,78,135,0,47,16,44,88,456,
"1104810",5,8,30,37,110,172,0,70,31,58,86,602,
"1104811",3,4,19,29,108,191,0,48,18,80,126,627,
"1104812",8,5,22,43,114,174,0,36,19,28,136,588,
"1104813",5,0,30,32,95,171,0,52,14,47,123,575,
"1104814",3,0,18,42,141,219,0,78,19,77,126,722,
"1104815",6,0,14,17,51,132,0,51,7,62,65,399,
"1104816",5,0,17,25,55,118,0,50,9,40,54,359,
"1104817",7,7,27,33,71,165,0,54,21,27,83,494,
"1104818",4,0,27,30,90,183,0,61,14,69,114,588,
"1104819",4,0,20,22,99,177,0,40,9,35,63,475,
"1104820",0,0,5,12,48,70,0,45,3,38,35,261,
"1104821",3,0,6,14,56,131,5,91,13,205,51,566,
"1104822",8,3,39,47,97,157,0,39,13,23,128,543,
"1104823",5,0,14,16,61,103,0,31,11,32,59,342,
"1104824",9,11,45,35,118,178,0,77,21,61,150,703,
"1104825",4,0,24,29,94,127,0,46,12,59,93,492,
"1104826",0,0,24,24,68,131,0,61,10,63,48,432,
"1104827",0,0,12,24,103,150,0,67,10,55,81,500,
"1104828",3,4,24,25,92,169,0,55,12,57,83,532,
"1104829",8,5,29,32,89,108,0,55,9,71,89,481,
"1104830",6,5,23,27,71,147,4,89,12,124,67,572,
"1104831",3,0,25,20,71,121,0,29,12,25,104,408,
"1104832",3,0,32,38,84,160,0,46,17,37,91,509,
"1104833",3,3,21,23,101,135,6,51,15,71,88,520,
"1104834",0,0,16,13,63,98,0,38,6,26,71,335,
"1104835",0,0,5,16,59,91,0,48,10,51,53,335,
"1104836",3,4,28,24,95,159,0,67,12,48,132,573,
"1104837",4,4,20,35,93,157,0,70,10,53,107,561,
"1104838",5,3,14,29,66,114,0,15,11,27,50,339,
"1104840",3,0,22,17,64,90,7,24,7,23,69,329,
"1104841",5,3,13,31,70,87,0,31,4,22,79,349,
"1104842",0,3,21,32,48,112,0,31,11,50,72,366,
"1104843",0,0,3,21,80,118,0,62,9,60,91,444,
"1104844",0,3,19,27,65,84,0,28,3,24,66,319,
"1104845",5,0,21,27,89,169,0,56,14,98,68,543,
"1104846",7,0,24,24,84,157,0,86,16,98,71,570,
"1104847",0,3,29,13,51,84,0,28,13,41,64,325,
"1104848",0,0,19,27,84,127,0,48,7,34,110,454,
"1104849",0,0,3,3,21,28,0,31,3,310,18,426,
"1104901",4,6,52,36,67,132,0,24,20,34,99,474,
"1104902",10,0,19,26,72,60,0,12,13,13,64,284,
"1104903",7,5,47,40,64,99,0,20,12,41,78,413,
"1104904",7,0,28,28,59,92,0,30,13,37,74,367,
"1104905",17,4,54,61,85,90,0,30,17,49,111,519,
"1104906",10,3,35,23,43,83,0,20,18,58,78,357,
"1104907",17,6,29,20,43,52,0,9,9,26,33,242,
"1104908",0,3,18,11,35,50,0,18,6,22,27,195,
"1104909",0,0,0,0,0,0,0,0,0,0,0,0,
"1104910",10,8,47,50,76,139,0,33,14,44,74,495,
"1105001",5,4,22,40,134,164,0,58,16,62,127,621,
"1105002",4,0,20,18,70,97,0,22,5,35,68,351,
"1105003",8,4,35,42,114,152,0,31,7,33,97,526,
"1105004",3,3,28,33,54,75,0,25,4,35,54,314,
"1105005",8,0,24,34,90,102,0,39,9,25,79,414,
"1105006",3,4,14,30,87,110,0,36,15,34,103,424,
"1105007",0,0,27,23,90,105,0,45,11,24,88,421,
"1105008",8,4,40,48,133,230,0,94,22,91,86,761,
"1105009",11,3,26,27,108,111,0,34,17,21,83,438,
"1105010",0,3,16,16,66,90,0,22,7,31,72,334,
"1105011",0,0,15,20,79,129,5,46,12,35,83,417,
"1105012",0,3,9,13,73,105,0,46,13,16,62,344,
"1105013",0,6,7,26,73,138,0,38,10,32,78,403,
"1105014",0,0,0,0,0,0,0,0,0,0,0,0,
"1105015",7,0,18,10,48,58,0,24,5,32,40,236,
"1105016",0,0,0,0,0,0,0,5,0,0,0,6,
"1105017",0,0,10,19,78,116,4,83,11,52,13,384,
"1105018",0,0,10,24,80,97,0,24,13,21,66,329,
"1105019",0,3,20,25,94,98,0,39,14,37,106,442,
"1105020",0,0,8,12,45,128,0,60,11,73,0,339,
"1105021",0,0,20,24,85,166,0,108,14,82,3,505,
"1105022",0,0,17,23,114,126,3,33,18,38,99,467,
"1105024",5,0,33,31,80,114,0,34,4,38,65,401,
"1105025",0,4,18,27,68,116,0,39,11,40,65,380,
"1105026",7,5,31,24,92,165,0,53,11,45,102,529,
"1105027",3,0,9,26,51,126,0,64,22,52,0,353,
"1105028",6,0,23,31,104,195,0,91,19,77,46,598,
"1105101",15,5,65,51,76,130,0,18,8,19,103,484,
"1105102",20,6,44,21,53,106,0,22,9,22,68,362,
"1105103",4,0,19,25,42,83,0,18,4,13,50,254,
"1105104",0,0,37,27,39,40,0,4,3,13,59,225,
"1105105",0,0,0,0,0,0,0,0,0,0,0,0,
"1105106",14,8,62,60,75,114,0,24,16,64,45,491,
"1105107",4,0,11,7,14,22,0,3,5,12,4,87,
"1105108",18,9,58,35,82,129,0,32,19,36,67,479,
"1105109",12,3,30,25,49,62,0,18,8,12,78,295,
"1105110",3,8,41,27,66,81,0,18,6,10,97,365,
"1105111",0,0,27,21,51,69,0,23,10,9,51,262,
"1105112",3,0,35,32,51,90,0,17,5,19,73,325,
"1105113",4,3,25,26,66,93,0,29,13,20,87,371,
"1105114",8,4,45,21,55,78,0,19,11,13,83,339,
"1105115",8,4,26,23,44,65,0,12,10,14,68,260,
"1105116",12,3,33,30,39,78,0,10,14,14,40,266,
"1105201",7,5,33,39,126,126,0,65,12,63,99,592,
"1105202",5,4,23,28,112,182,0,43,10,21,99,529,
"1105203",0,0,11,18,71,77,0,28,7,26,54,293,
"1105204",6,0,28,28,126,164,0,42,15,24,120,554,
"1105205",0,0,25,35,128,161,0,62,15,34,110,578,
"1105206",11,6,29,36,70,113,0,35,19,40,74,424,
"1105207",4,3,16,25,112,154,0,33,13,17,83,454,
"1105208",3,0,20,20,95,99,0,45,20,28,56,381,
"1105209",0,3,8,25,78,115,0,46,18,22,54,368,
"1105210",5,0,12,10,61,98,0,30,5,14,41,279,
"1105211",0,0,0,0,0,0,0,0,0,0,0,0,
"1105213",3,3,22,16,56,65,0,11,14,17,36,254,
"1105214",5,5,10,31,65,83,0,14,12,19,61,299,
"1105215",0,0,11,14,56,87,0,34,0,30,45,289,
"1105216",4,5,25,30,99,138,0,42,8,15,102,469,
"1105301",0,10,28,30,84,137,0,53,17,59,94,506,
"1105302",8,0,15,28,78,126,0,44,5,70,66,430,
"1105303",5,3,34,23,83,139,0,53,19,50,68,484,
"1105304",4,0,26,26,53,102,0,40,14,32,70,375,
"1105305",9,15,49,45,98,142,0,42,25,35,95,558,
"1105306",9,5,33,39,87,110,0,18,19,37,73,426,
"1105307",8,6,24,31,97,169,0,74,11,75,87,586,
"1105308",4,3,27,18,55,96,0,38,7,32,58,342,
"1105309",3,6,27,18,60,107,0,27,13,41,61,364,
"1105310",7,8,30,32,61,113,0,43,11,23,62,388,
"1105311",10,3,26,26,49,95,0,35,11,22,48,323,
"1105312",0,8,33,30,61,80,0,28,5,26,64,328,
"1105313",0,0,30,15,46,64,0,29,13,31,55,280,
"1105314",9,4,32,38,66,115,0,30,19,45,64,421,
"1105315",25,10,59,49,100,179,0,32,13,73,69,599,
"1105316",14,0,50,46,82,126,0,51,16,75,67,526,
"1105317",4,0,16,23,56,64,0,20,11,39,54,281,
"1105318",3,4,26,20,61,70,0,29,0,50,66,334,
"1105319",0,0,16,15,49,51,0,14,5,16,22,181,
"1105320",4,3,28,27,67,90,0,27,10,13,63,327,
"1105321",9,0,57,60,117,176,0,58,18,55,75,628,
"1105322",9,8,29,28,28,63,0,4,9,6,22,208,
"1105323",0,0,0,0,0,0,0,0,0,0,0,11,
"1105324",3,0,33,34,74,101,0,23,11,33,83,409,
"1105325",11,6,26,14,59,92,0,45,13,55,63,386,
"1105326",3,7,21,23,67,124,0,38,7,32,99,430,
"1105327",0,0,14,13,46,130,3,30,13,53,51,354,
"1105328",3,6,43,46,94,177,0,65,33,78,63,612,
"1105329",8,4,28,39,62,153,0,57,11,70,72,511,
"1105330",11,9,36,26,77,159,0,34,20,55,39,466,
"1105331",3,0,21,14,38,92,0,42,8,60,42,325,
"1105332",3,5,26,21,64,88,0,47,6,50,42,359,
"1105333",4,4,17,18,49,80,0,34,12,50,47,323,
"1105334",6,5,27,25,86,199,0,68,13,96,123,659,
"1105335",5,3,25,23,65,91,0,33,9,58,79,393,
"1105336",4,0,18,17,42,65,0,26,4,53,53,284,
"1105337",9,3,40,38,107,142,0,32,9,58,82,514,
"1105401",11,0,22,26,96,152,0,54,12,53,104,540,
"1105402",3,0,12,17,65,107,0,42,4,36,50,339,
"1105403",0,0,16,26,67,88,0,49,7,50,61,358,
"1105404",5,3,19,22,61,158,4,62,19,88,60,499,
"1105405",0,0,8,15,55,62,0,33,11,28,52,265,
"1105406",0,0,13,21,65,195,0,104,17,105,27,550,
"1105407",5,8,32,30,116,158,0,32,20,82,90,572,
"1105408",3,4,43,54,147,204,0,60,24,58,147,743,
"1105409",4,6,19,27,67,87,0,25,10,28,70,352,
"1105410",6,6,23,17,77,111,0,34,10,26,65,381,
"1105411",13,10,46,40,65,110,0,17,14,26,57,398,
"1105412",13,20,58,26,80,105,0,29,14,24,75,447,
"1105413",8,8,25,30,75,71,0,24,15,21,47,322,
"1105414",8,4,37,29,72,76,0,45,6,29,53,354,
"1105415",0,0,0,0,6,0,0,0,0,0,0,0,
"1105416",0,0,0,0,0,0,0,0,0,0,0,0,
"1105417",0,0,26,26,42,78,0,32,9,66,43,329,
"1105418",5,6,22,36,102,160,0,70,12,109,116,621,
"1105419",5,3,25,38,95,146,0,68,17,249,59,693,
"1105420",8,0,30,31,93,110,0,34,17,41,64,430,
"1105421",4,3,18,26,86,108,0,38,8,35,79,398,
"1105422",9,4,17,23,77,91,0,30,7,96,65,416,
"1105423",0,6,16,31,90,150,0,46,11,32,94,478,
"1105424",0,7,14,14,62,77,0,35,14,16,42,281,
"1105501",6,0,23,20,46,96,0,38,8,27,47,307,
"1105502",6,4,54,55,93,167,0,26,21,23,128,572,
"1105503",10,3,36,32,85,136,0,39,12,30,92,472,
"1105504",0,4,0,0,9,3,0,0,0,0,3,21,
"1105505",7,0,32,30,62,76,0,20,8,16,96,348,
"1105506",5,4,47,30,80,175,4,42,20,44,93,551,
"1105507",9,4,53,42,81,126,0,29,8,38,134,524,
"1105508",0,7,41,26,68,106,0,19,7,26,84,387,
"1105509",8,3,46,29,82,115,0,35,11,104,109,540,
"1105510",9,0,18,22,50,79,0,23,3,12,36,250,
"1105511",13,5,60,41,58,154,0,33,8,32,138,548,
"1105512",0,0,24,15,32,65,0,15,9,7,65,239,
"1105513",7,6,18,21,54,78,0,16,11,20,52,285,
"1105514",5,4,26,19,50,68,0,20,13,20,40,265,
"1105601",5,3,48,44,102,182,0,63,28,42,184,708,
"1105602",12,4,42,64,126,192,0,42,23,44,224,770,
"1105603",7,9,30,45,131,184,0,45,13,26,203,696,
"1105604",4,0,15,15,44,66,0,18,8,10,67,241,
"1105605",8,8,45,63,117,170,0,52,11,30,174,675,
"1105606",0,0,17,23,52,85,0,25,4,14,76,301,
"1105607",12,3,45,47,74,125,0,39,19,17,134,509,
"1105608",6,0,35,41,97,137,0,44,8,33,105,504,
"1105609",8,8,38,35,57,89,0,24,10,37,102,416,
"1105612",8,6,26,29,76,145,0,59,19,22,120,516,
"1105613",8,6,34,41,98,172,0,42,18,38,135,581,
"1105614",8,4,26,27,99,126,0,32,11,26,87,449,
"1105615",11,3,31,39,89,157,0,47,21,32,94,531,
"1105616",0,0,0,0,0,10,0,0,0,0,5,16,
"1105617",0,0,14,21,63,86,0,28,0,15,57,291,
"1105618",27,10,88,104,181,304,0,63,34,54,350,1218,
"1105620",4,0,15,19,75,78,4,32,5,14,80,323,
"1105621",0,0,0,0,0,0,0,0,0,0,0,3,
"1105622",6,3,31,37,66,103,0,22,19,27,109,413,
"1105623",7,9,20,39,72,104,0,28,6,24,101,395,
"1105624",8,4,18,24,69,118,0,44,15,57,90,440,
"1105625",3,4,14,12,60,69,0,28,8,83,59,345,
"1105626",23,7,50,65,177,264,6,78,33,73,255,1020,
"1105627",9,5,34,36,83,146,6,56,23,15,136,546,
"1105628",11,3,58,50,128,173,0,43,18,32,216,738,
"1105629",4,5,36,47,82,146,0,37,11,21,142,534,
"1105630",15,5,43,43,61,164,0,78,20,50,115,589,
"1105631",4,3,30,57,95,130,0,27,14,18,141,523,
"1105632",4,7,16,22,58,80,0,21,88,42,75,407,
"1105633",0,0,30,37,86,149,0,25,6,30,170,534,
"1105701",17,8,54,60,139,185,3,40,28,32,164,722,
"1105702",4,0,18,36,89,159,0,35,8,29,116,506,
"1105703",5,3,28,41,89,167,0,40,16,36,123,548,
"1105704",0,3,28,27,70,145,0,48,7,49,94,468,
"1105705",0,0,0,0,6,9,0,0,0,11,8,37,
"1105706",13,5,21,26,55,128,0,42,14,67,57,427,
"1105707",4,5,44,46,106,164,0,81,16,64,116,652,
"1105708",0,3,9,23,55,103,0,36,7,28,57,318,
"1105709",4,0,18,28,95,110,5,38,12,29,91,429,
"1105710",7,0,30,28,74,159,0,107,29,104,134,674,
"1105711",0,4,17,30,66,105,0,29,11,49,80,387,
"1105712",0,0,18,6,47,109,0,42,7,39,76,350,
"1105713",0,0,14,15,47,37,0,25,6,51,52,257,
"1105714",4,3,9,15,53,111,0,33,12,21,52,308,
"1105715",3,6,8,8,62,80,0,36,4,43,79,329,
"1105716",3,3,22,30,71,162,0,62,15,65,117,549,
"1105717",4,0,33,39,98,169,0,39,23,29,120,555,
"1105718",10,3,45,36,74,184,0,81,17,54,44,544,
"1105719",7,3,37,38,73,123,0,53,13,48,78,473,
"1105720",3,4,18,13,52,74,4,33,10,31,35,280,
"1129001",67,3,133,47,64,141,0,28,10,30,157,688,
"1129002",66,12,164,74,64,149,0,17,11,45,166,763,
"1129003",58,10,109,59,49,110,0,13,12,20,88,521,
"1129004",51,6,112,46,50,104,0,33,7,41,116,580,
"1129005",71,17,164,56,34,112,0,28,17,29,137,677,
"1129006",13,8,54,33,42,93,0,19,15,24,96,391,
"1129007",20,3,68,14,21,58,0,12,13,13,61,280,
"1129008",46,15,102,44,74,135,0,35,25,18,133,625,
"1129009",38,0,71,31,48,106,0,33,6,19,100,463,
"1129010",39,11,80,39,51,125,0,18,16,20,105,501,
"1129011",28,8,48,33,38,78,0,13,8,10,79,344,
"1129012",28,6,85,47,60,119,0,27,11,16,106,509,
"1129013",48,11,69,56,59,142,0,19,28,15,125,565,
"1129014",41,6,112,54,54,107,0,16,19,14,155,577,
"1129015",29,8,67,33,53,110,0,18,14,19,104,433,
"1129016",46,10,111,43,53,127,0,16,12,20,131,569,
"1129017",24,3,50,31,34,57,0,16,18,5,105,342,
"1129018",40,7,94,39,58,118,0,17,18,25,141,568,
"1129019",15,9,48,27,57,78,0,15,18,17,64,345,
"1129020",29,4,56,41,46,87,0,19,19,21,99,420,
"1129021",50,10,75,42,49,127,0,20,11,15,131,537,
"1129022",28,6,76,50,35,92,0,17,11,23,100,434,
"1129023",35,12,56,29,46,80,0,12,13,27,85,385,
"1129024",53,22,83,44,44,125,0,17,15,22,132,551,
"1129025",28,0,37,16,32,54,0,13,9,11,63,260,
"1129026",47,10,106,46,42,111,0,27,21,27,160,593,
"1129027",29,10,68,30,34,88,0,15,14,11,83,374,
"1129028",56,12,108,30,41,109,0,17,30,162,120,686,
"1129029",44,7,92,48,48,125,0,18,8,15,106,518,
"1129030",22,9,61,24,31,69,0,11,17,11,72,325,
"1129031",37,7,105,25,53,126,0,25,26,27,118,548,
"1129032",51,12,89,50,57,119,0,47,29,139,112,708,
"1129033",45,16,163,68,68,143,0,28,19,29,182,760,
"1129034",25,4,26,17,25,40,0,10,13,8,50,228,
"1129035",24,13,82,46,53,126,0,23,27,16,117,521,
"1129036",43,4,88,45,29,97,0,19,15,11,84,449,
"1129037",130,17,232,95,85,170,0,27,22,33,231,1041,
"1129038",24,8,50,29,39,81,0,18,7,23,77,364,
"1129039",18,4,38,24,23,54,0,12,4,7,44,231,
"1129040",43,9,67,43,60,119,0,24,11,18,99,490,
"1129041",27,7,57,30,22,48,0,9,7,11,62,281,
"1129042",36,12,104,49,51,114,0,20,15,25,119,549,
"1129043",36,0,109,62,65,121,0,29,15,36,114,582,
"1129044",24,6,52,27,45,46,0,11,7,12,68,301,
"1129045",38,10,86,53,76,133,0,33,23,21,109,587,
"1129046",18,0,46,6,18,35,0,17,9,8,43,201,
"1129047",23,9,52,19,14,52,0,7,10,12,69,265,
"1129101",49,9,88,45,23,62,0,8,10,21,85,398,
"1129102",37,9,91,21,25,87,0,11,12,11,48,345,
"1129103",41,7,108,54,50,103,0,17,24,15,92,507,
"1129104",29,18,82,34,32,114,0,23,17,10,67,421,
"1129105",41,15,82,50,47,99,0,23,25,10,77,459,
"1129106",39,5,89,33,38,95,0,23,18,11,78,424,
"1129107",18,3,44,26,28,64,0,6,5,7,47,252,
"1129108",54,4,99,41,32,127,0,21,11,19,93,502,
"1129109",39,8,86,52,37,115,0,22,15,23,114,509,
"1129110",43,17,102,45,41,118,0,18,23,7,74,496,
"1129111",67,8,118,46,34,152,0,19,20,7,100,574,
"1129112",36,7,82,27,22,107,0,8,10,7,78,390,
"1129113",19,5,44,27,31,51,0,11,5,19,47,255,
"1129114",36,4,64,41,46,98,0,13,6,8,99,416,
"1129115",19,4,85,46,55,90,0,14,26,15,104,450,
"1129116",66,9,108,49,58,109,0,18,24,6,160,608,
"1129117",33,0,62,21,21,88,0,13,10,13,49,310,
"1129118",26,3,73,26,34,89,0,20,15,11,99,388,
"1129119",28,8,78,38,56,122,0,14,6,8,91,463,
"1129120",33,8,72,42,48,82,0,12,16,18,85,414,
"1129121",22,0,76,50,46,85,0,20,12,15,78,408,
"1129122",29,4,33,19,33,61,0,8,20,6,74,278,
"1129123",75,15,125,112,73,213,0,17,17,26,95,766,
"1129124",20,8,61,23,26,60,0,14,21,11,51,301,
"1129125",26,9,98,73,38,145,0,16,20,35,57,521,
"1129127",0,0,11,0,4,8,0,7,4,51,17,99,
"1129128",51,11,135,64,40,104,0,15,22,15,102,560,
